GEOID_Data,below_pov,above_pov,white_below_pov,white_above_pov,black_below_pov,black_above_pov,other_below_pov,other_above_pov,nhisp_white_below_pov,nhisp_white_above_pov,hisp_below_pov,hisp_above_pov,nhisp_below_pov,nhisp_above_pov
14000US17031071200,0.11998195760036084,0.8800180423996391,0.0788699234844026,0.9211300765155974,0.0788699234844026,0.9211300765155974,0.001693480101608806,0.9983065198983911,0.08126137052759248,0.9187386294724075,0.5606060606060606,0.4393939393939394,0.07677067855373948,0.9232293214462606
14000US17031071300,0.13313313313313313,0.8668668668668669,0.15482310250982764,0.8451768974901723,0.15482310250982764,0.8451768974901723,0.18792971734148206,0.812070282658518,0.16040100250626566,0.8395989974937343,0.007042253521126761,0.9929577464788732,0.13777893098079916,0.8622210690192008
14000US17031110300,0.1011378002528445,0.8988621997471555,0.12780565091101134,0.8721943490889886,0.12780565091101134,0.8721943490889886,0.20029455081001474,0.7997054491899853,0.08997188378631678,0.9100281162136832,0.13424124513618677,0.8657587548638133,0.088360450563204,0.911639549436796
14000US17031220300,0.02642073778664008,0.9735792622133599,0.03316510454217736,0.9668348954578226,0.03316510454217736,0.9668348954578226,0.05078125,0.94921875,0.02156549520766773,0.9784345047923323,0.049019607843137254,0.9509803921568627,0.01871657754010695,0.9812834224598931
14000US17031220400,0.11046511627906977,0.8895348837209303,0.08482347546996791,0.9151765245300321,0.08482347546996791,0.9151765245300321,0.040993788819875775,0.9590062111801242,0.06139882541377469,0.9386011745862253,0.3339449541284404,0.6660550458715596,0.05527865881286815,0.9447213411871318
14000US17031220500,0.09156050955414012,0.9084394904458599,0.05898876404494382,0.9410112359550562,0.05898876404494382,0.9410112359550562,-0.019083969465648856,1.0190839694656488,0.03903477643718949,0.9609652235628106,0.13722826086956522,0.8627717391304348,0.07263513513513513,0.9273648648648649
14000US17031240300,0.05641421947449768,0.9435857805255023,0.058091286307053944,0.941908713692946,0.058091286307053944,0.941908713692946,0.061514195583596214,0.9384858044164038,0.058885383806519455,0.9411146161934806,0.0,1.0,0.05844675740592474,0.9415532425940752
14000US17031240500,0.030182684670373314,0.9698173153296267,0.029829545454545456,0.9701704545454546,0.029829545454545456,0.9701704545454546,0.029308323563892145,0.9706916764361079,0.0315,0.9685,0.0,1.0,0.033101045296167246,0.9668989547038328
14000US17031060400,0.04216706698692287,0.9578329330130771,0.03172702783597725,0.9682729721640227,0.03172702783597725,0.9682729721640227,0.018398637137989778,0.9816013628620103,0.03351248814416693,0.966487511855833,0.08059701492537313,0.9194029850746268,0.03839390386869871,0.9616060961313013
14000US17031060500,0.24174053182917002,0.75825946817083,0.19078947368421054,0.8092105263157895,0.19078947368421054,0.8092105263157895,0.0823327615780446,0.9176672384219554,0.19377162629757785,0.8062283737024222,0.09243697478991597,0.907563025210084,0.25757575757575757,0.7424242424242424
