GEOID_Data,single_family,multi_family,units_other,white_single_family,white_multi_family,white_units_other,black_single_family,black_multi_family,black_units_other,other_single_family,other_multi_family,other_units_other,nhisp_white_single_family,nhisp_white_multi_family,nhisp_white_units_other,hisp_single_family,hisp_multi_family,hisp_units_other,nhisp_single_family,nhisp_multi_family,nhisp_units_other
14000US17031831600,0.5017864231838031,0.4982135768161969,0.0,0.604351329572925,0.39564867042707497,0.0,0.1632183908045977,0.8367816091954023,0.0,0.5255041518386714,0.4744958481613286,0.0,0.5748930099857347,0.42510699001426533,0.0,0.5609756097560976,0.43902439024390244,0.0,0.4374482187241094,0.5625517812758907,0.0
14000US17031831200,0.21346153846153845,0.7865384615384615,0.0,0.1938610662358643,0.8061389337641357,0.0,0.08441558441558442,0.9155844155844156,0.0,0.25412960609911056,0.7458703939008895,0.0,0.2679738562091503,0.7320261437908496,0.0,0.22396241190289742,0.7760375880971025,0.0,0.16607773851590105,0.833922261484099,0.0
14000US17031831000,0.32208293153326906,0.6595949855351977,0.01832208293153327,0.32077393075356414,0.659877800407332,0.019348268839103868,0.0,1.0,0.0,0.4222222222222222,0.5777777777777777,0.0,0.3005464480874317,0.6786885245901639,0.020765027322404372,0.5970149253731343,0.40298507462686567,0.0,0.3030927835051546,0.677319587628866,0.01958762886597938
14000US17031843000,0.0945945945945946,0.9054054054054054,0.0,0.72,0.28,0.0,0.07976071784646062,0.9202392821535393,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09598432908912831,0.9040156709108716,0.0
14000US17031843100,0.10093896713615023,0.8990610328638498,0.0,0.05128205128205128,0.9487179487179487,0.0,0.08737864077669903,0.912621359223301,0.0,0.3076923076923077,0.6923076923076923,0.0,0.06451612903225806,0.9354838709677419,0.0,0.0,1.0,0.0,0.1122715404699739,0.8877284595300261,0.0
14000US17031842900,0.3521617852161785,0.6478382147838215,0.0,0.3449197860962567,0.6550802139037433,0.0,0.3094688221709007,0.6905311778290993,0.0,0.5567010309278351,0.44329896907216493,0.0,0.35342465753424657,0.6465753424657534,0.0,0.8818181818181818,0.11818181818181818,0.0,0.3081570996978852,0.6918429003021148,0.0
14000US17031843500,0.3706896551724138,0.6293103448275862,0.0,0.3627450980392157,0.6372549019607843,0.0,0.0,1.0,0.0,0.4375,0.5625,0.0,,,,0.40186915887850466,0.5981308411214953,0.0,0.0,1.0,0.0
14000US17031842000,0.36033519553072624,0.6396648044692738,0.0,0.4634146341463415,0.5365853658536586,0.0,0.42358078602620086,0.5764192139737991,0.0,0.14772727272727273,0.8522727272727273,0.0,0.5757575757575758,0.42424242424242425,0.0,0.0,1.0,0.0,0.37283236994219654,0.6271676300578035,0.0
14000US17031832400,0.2803738317757009,0.719626168224299,0.0,0.28894080996884736,0.7110591900311527,0.0,0.21739130434782608,0.782608695652174,0.0,0.23036649214659685,0.7696335078534031,0.0,0.255338904363974,0.744661095636026,0.0,0.4,0.6,0.0,0.25041736227045075,0.7495826377295493,0.0
14000US17031832900,0.25470332850940663,0.7452966714905933,0.0,0.15035799522673032,0.8496420047732697,0.0,1.0,0.0,0.0,0.34024896265560167,0.6597510373443983,0.0,0.15441176470588236,0.8455882352941176,0.0,0.6206896551724138,0.3793103448275862,0.0,0.23867069486404835,0.7613293051359517,0.0
