GEOID_Data,owner,renter,white_owner,white_renter,black_owner,black_renter,other_owner,other_renter,nhisp_white_owner,nhisp_white_renter,hisp_owner,hisp_renter,nhisp_owner,nhisp_renter
14000US17031220500,0.4256535947712418,0.5743464052287581,0.47481243301178994,0.5251875669882101,0.0,1.0,0.30708661417322836,0.6929133858267716,0.45046235138705415,0.5495376486129459,0.5631768953068592,0.4368231046931408,0.38542766631467795,0.614572333685322
14000US17031240300,0.5382113821138211,0.46178861788617886,0.6044624746450304,0.39553752535496955,0.5161290322580645,0.4838709677419355,0.18681318681318682,0.8131868131868132,0.6208333333333333,0.37916666666666665,0.0,1.0,0.5658119658119658,0.4341880341880342
14000US17031240500,0.6256725595695619,0.37432744043043814,0.5767857142857142,0.4232142857142857,1.0,0.0,0.9097222222222222,0.09027777777777778,0.5643382352941176,0.43566176470588236,1.0,0.0,0.6104,0.3896
14000US17031060400,0.49008674101610905,0.509913258983891,0.5154569892473119,0.4845430107526882,,,0.19047619047619047,0.8095238095238095,0.5060757684060043,0.49392423159399573,0.47183098591549294,0.528169014084507,0.49184782608695654,0.5081521739130435
14000US17031060500,0.24447717231222385,0.7555228276877761,0.3078556263269639,0.692144373673036,0.0,1.0,0.11052631578947368,0.8894736842105263,0.3287981859410431,0.671201814058957,0.13636363636363635,0.8636363636363636,0.25196850393700787,0.7480314960629921
14000US17031240800,0.5552,0.4448,0.5892857142857143,0.4107142857142857,0.15151515151515152,0.8484848484848485,0.5416666666666666,0.4583333333333333,0.5915915915915916,0.4084084084084084,0.4888888888888889,0.5111111111111111,0.5820224719101124,0.41797752808988764
14000US17031240600,0.6219512195121951,0.3780487804878049,0.6003787878787878,0.3996212121212121,0.5,0.5,0.7934782608695652,0.20652173913043478,0.5714285714285714,0.42857142857142855,0.6131386861313869,0.38686131386861317,0.6242774566473989,0.37572254335260113
14000US17031240700,0.32303370786516855,0.6769662921348315,0.34980988593155893,0.6501901140684411,0.14285714285714285,0.8571428571428571,0.2923076923076923,0.7076923076923077,0.37730870712401055,0.6226912928759895,0.2690909090909091,0.730909090909091,0.35697940503432496,0.6430205949656751
14000US17031240900,0.2504638218923933,0.7495361781076066,0.18571428571428572,0.8142857142857143,0.10465116279069768,0.8953488372093024,0.4277456647398844,0.5722543352601156,0.24299065420560748,0.7570093457943925,0.1643835616438356,0.8356164383561644,0.2824427480916031,0.7175572519083969
14000US17031242600,0.3133253301320528,0.6866746698679472,0.2981574539363484,0.7018425460636516,0.08414239482200647,0.9158576051779935,0.5588972431077694,0.44110275689223055,0.33897058823529413,0.6610294117647059,0.31592039800995025,0.6840796019900498,0.31209439528023597,0.687905604719764
