GEOID_Data,less_high_school,high_school,college,bachelor_higher,white_less_high_school,white_high_school,white_college,white_bachelor_higher,black_less_high_school,black_high_school,black_college,black_bachelor_higher,other_less_high_school,other_high_school,other_college,other_bachelor_higher,nhisp_white_less_high_school,nhisp_white_high_school,nhisp_white_college,nhisp_white_bachelor_higher,hisp_less_high_school,hisp_high_school,hisp_college,hisp_bachelor_higher,nhisp_less_high_school,nhisp_high_school,nhisp_college,nhisp_bachelor_higher
14000US17031221000,0.16048092002090958,0.2660742289597491,0.18818609513852588,0.3852587558808155,0.1546003016591252,0.15007541478129713,0.2383107088989442,0.45701357466063347,0.0,0.1794871794871795,0.21794871794871795,0.6025641025641025,0.20039292730844793,0.581532416502947,0.05304518664047151,0.1650294695481336,0.1275626423690205,0.05125284738041002,0.17198177676537585,0.6492027334851936,0.21763392857142858,0.5022321428571429,0.19866071428571427,0.08147321428571429,0.11012782694198624,0.05801376597836775,0.17895771878072764,0.6529006882989183
14000US17031221100,0.0956832554302997,0.22683530382183117,0.1383007973604619,0.5391806433874072,0.0739704118352659,0.18192722910835665,0.12754898040783685,0.6165533786485405,0.058981233243967826,0.2868632707774799,0.2037533512064343,0.450402144772118,0.18479685452162517,0.34469200524246396,0.14154652686762778,0.3289646133682831,0.012972363226170333,0.0727580372250423,0.12690355329949238,0.787366046249295,0.23281786941580757,0.47594501718213056,0.14948453608247422,0.14175257731958762,0.03113627173473514,0.10958350181965225,0.13303679741205013,0.7262434290335624
14000US17031242800,0.07189014539579967,0.15266558966074315,0.16478190630048464,0.6106623586429726,0.028906955736224028,0.15718157181571815,0.15537488708220415,0.6585365853658537,0.0,0.0,0.5,0.5,0.4789915966386555,0.12605042016806722,0.2184873949579832,0.17647058823529413,0.029157667386609073,0.10043196544276457,0.12203023758099352,0.7483801295896328,0.21754385964912282,0.3368421052631579,0.2982456140350877,0.14736842105263157,0.02833158447009444,0.09758656873032528,0.1248688352570829,0.7492130115424974
14000US17031242900,0.060124395300621976,0.051831375259156875,0.16793365583966827,0.7201105736005529,0.018793273986152326,0.06231454005934718,0.17210682492581603,0.7467853610286844,0.0,0.0,0.0,1.0,0.18528610354223432,0.0326975476839237,0.1880108991825613,0.5940054495912807,0.007502679528403001,0.05037513397642015,0.1607717041800643,0.7813504823151125,0.28169014084507044,0.09859154929577464,0.2605633802816901,0.3591549295774648,0.0060189165950128975,0.040412725709372314,0.14531384350816853,0.8082545141874462
14000US17031243000,0.01751592356687898,0.09394904458598727,0.2351380042462845,0.6533970276008493,0.006530612244897959,0.06775510204081632,0.16,0.7657142857142857,0.35714285714285715,0.2857142857142857,0.0,0.35714285714285715,0.02377179080824089,0.13629160063391443,0.39144215530903326,0.44849445324881143,0.0068846815834767644,0.06282271944922548,0.13253012048192772,0.7977624784853701,0.031512605042016806,0.20168067226890757,0.5651260504201681,0.20168067226890757,0.01278409090909091,0.05752840909090909,0.12357954545454546,0.8061079545454546
14000US17031243100,0.06279069767441861,0.10930232558139535,0.14011627906976745,0.6877906976744186,0.04442581726739313,0.12992455993294216,0.16429170159262363,0.6613579212070411,0.0,0.0,0.0,1.0,0.10805500982318271,0.06483300589390963,0.08840864440078586,0.7387033398821218,0.03153153153153153,0.038288288288288286,0.11148648648648649,0.8186936936936937,0.12232415902140673,0.22324159021406728,0.14831804281345565,0.5061162079510704,0.02626641651031895,0.039399624765478425,0.1350844277673546,0.799249530956848
14000US17031243200,0.024013722126929673,0.07089765580331618,0.13950829045168667,0.7655803316180675,0.0237741456166419,0.05943536404160475,0.07949479940564635,0.837295690936107,0.0,0.0728476821192053,0.7152317880794702,0.2119205298013245,0.03968253968253968,0.13095238095238096,0.11507936507936507,0.7142857142857143,0.0,0.02096069868995633,0.09344978165938865,0.885589519650655,0.11683848797250859,0.28865979381443296,0.030927835051546393,0.563573883161512,0.0054869684499314125,0.027434842249657063,0.16117969821673525,0.8058984910836763
14000US17031243300,0.07289416846652268,0.10637149028077754,0.11285097192224622,0.7078833693304536,0.04344919786096257,0.11163101604278075,0.0929144385026738,0.7520053475935828,0.0,0.0,0.5967741935483871,0.4032258064516129,0.23809523809523808,0.10204081632653061,0.11224489795918367,0.5476190476190477,0.006731488406881077,0.09723261032161555,0.09573672400897532,0.8002991772625281,0.375,0.18154761904761904,0.08035714285714286,0.3630952380952381,0.005936675461741424,0.08970976253298153,0.12005277044854881,0.7843007915567283
14000US17031243400,0.09796747967479674,0.10121951219512196,0.10853658536585366,0.6922764227642276,0.02971931755641167,0.093010456796918,0.12548156301596036,0.75178866263071,0.019230769230769232,0.0,0.0,0.9807692307692307,0.3147208121827411,0.1353637901861252,0.06598984771573604,0.48392554991539766,0.00867244829886591,0.05537024683122081,0.12875250166777852,0.8072048032021347,0.2911764705882353,0.24411764705882352,0.06911764705882353,0.39558823529411763,0.024157303370786518,0.04662921348314607,0.12359550561797752,0.8056179775280898
14000US17031071400,0.04419027813880946,0.028853652196516765,0.07044450220951391,0.8565115674551599,0.02940284934828736,0.028190360715368293,0.06668687481054865,0.8757199151257957,0.46496815286624205,0.11464968152866242,0.3248407643312102,0.09554140127388536,0.0,0.0,0.0,1.0,0.030068195908245506,0.02138871667699938,0.06819590824550527,0.8803471791692499,0.0,0.14035087719298245,0.0,0.8596491228070176,0.046245919477693145,0.02366702937976061,0.07372143634385202,0.8563656147986942
14000US17031110400,0.0786953919808498,0.22501496110113706,0.2839616995810892,0.412327947336924,0.06626746506986028,0.25389221556886227,0.2682634730538922,0.4115768463073852,0.3,0.08333333333333333,0.4666666666666667,0.15,0.10167310167310167,0.14285714285714285,0.3204633204633205,0.435006435006435,0.05543237250554324,0.26740576496674057,0.23592017738359203,0.44124168514412415,0.1691275167785235,0.16375838926174496,0.47248322147651006,0.19463087248322147,0.05275317674239507,0.24258760107816713,0.22988063149788218,0.47477859068155565
14000US17031150600,0.08519598315516683,0.23550372529964367,0.41205053449951407,0.26724975704567544,0.08038585209003216,0.2609860664523044,0.3740621650589496,0.2845659163987138,0.0,0.0,1.0,0.0,0.09511784511784512,0.20202020202020202,0.4553872053872054,0.2474747474747475,0.09303882195448461,0.26639892904953144,0.37617135207496655,0.2643908969210174,0.08207171314741035,0.17370517928286852,0.47808764940239046,0.2661354581673307,0.08733624454148471,0.2778384279475983,0.36681222707423583,0.2680131004366812
14000US17031150700,0.12482806052269602,0.25550206327372765,0.29126547455295737,0.32840440165061896,0.1165377176015474,0.29690522243713735,0.28820116054158607,0.29835589941972923,0.24561403508771928,0.0,0.7017543859649122,0.05263157894736842,0.13793103448275862,0.16475095785440613,0.26947637292464877,0.4278416347381865,0.02899527983816588,0.3472690492245448,0.2589345920431558,0.3648010788941335,0.2633390705679862,0.1962134251290878,0.33907056798623064,0.20137693631669534,0.03264604810996564,0.2949599083619702,0.25945017182130586,0.4129438717067583
14000US17031150800,0.21079348116484103,0.32514026182206784,0.22548757681004541,0.23857868020304568,0.19385026737967914,0.26515151515151514,0.267825311942959,0.2731729055258467,0.0,0.9824561403508771,0.0,0.017543859649122806,0.2555956678700361,0.36823104693140796,0.17545126353790613,0.2007220216606498,0.1157556270096463,0.2861736334405145,0.2463022508038585,0.3517684887459807,0.2902506963788301,0.34094707520891365,0.22785515320334263,0.14094707520891364,0.1375770020533881,0.3105749486652977,0.223305954825462,0.32854209445585214
14000US17031710300,0.0925589836660617,0.4337568058076225,0.35208711433756806,0.12159709618874773,0.0,1.0,0.0,0.0,0.08779011099899092,0.4429868819374369,0.34712411705348134,0.12209889001009082,0.15625,0.25,0.4583333333333333,0.13541666666666666,,,,,0.2631578947368421,0.49122807017543857,0.24561403508771928,0.0,0.08325358851674641,0.430622009569378,0.35789473684210527,0.12822966507177033
14000US17031831100,0.15046677649643053,0.24180853011166026,0.1900054914881933,0.4177192019037159,0.09308005427408413,0.20597014925373133,0.20705563093622795,0.49389416553595655,0.2032520325203252,0.6504065040650406,0.14634146341463414,0.0,0.2743202416918429,0.29123867069486403,0.15528700906344411,0.2791540785498489,0.035932721712538224,0.09518348623853211,0.2324159021406728,0.6364678899082569,0.2826086956521739,0.392914653784219,0.15539452495974235,0.16908212560386474,0.04028197381671702,0.11581067472306143,0.21886539107082914,0.6250419603893924
14000US17031831500,0.2557515337423313,0.19708588957055215,0.3040644171779141,0.24309815950920247,0.16407706650093226,0.21068986948415164,0.3331261653200746,0.2921068986948415,0.3565217391304348,0.06666666666666667,0.3130434782608696,0.263768115942029,0.42813455657492355,0.2324159021406728,0.22782874617737003,0.11162079510703364,0.09343200740055504,0.15541165587419056,0.41905642923219244,0.33209990749306195,0.39541284403669724,0.2963302752293578,0.18623853211009175,0.12201834862385322,0.155467720685112,0.12582345191040845,0.38866930171277997,0.3300395256916996
14000US17031831600,0.3107947805456702,0.2922103598260182,0.2835112692763938,0.11348359035191775,0.2180365296803653,0.3101217656012177,0.3519786910197869,0.11986301369863013,0.34274193548387094,0.1693548387096774,0.4112903225806452,0.07661290322580645,0.4286452947259566,0.29937952430196485,0.1577042399172699,0.11427094105480869,0.1692200557103064,0.27298050139275765,0.4338440111420613,0.12395543175487465,0.38068773879819384,0.348037513025356,0.1854810698159083,0.08579367836054186,0.21844882973841212,0.21844882973841212,0.4130335016062414,0.15006883891693437
